content,catile
"
Now, for the bad news. When I woke up, he was gone! I don’t know where he went. The cage was still there, but it was empty. My cat was asleep on the bed, just like she always is. The only things moving in the room were the curtains tossing in a light breeze that blew through the open window. There were some feathers on the floor fluttering with the breeze. But other than that, Fred was gone.
Mom was very upset. I tried to tell her that Fred had been talking about traveling with the ducks. Maybe he slipped out, met up with a big old group of wild ducks, and headed south. I told her he would probably come back in the spring. I’ll bet that’s what happened.
Nothing was going to get me off the hook because Mom was really mad. She gave me the “responsibility” talk. I cried like I always do. I am grounded for today, but Sarah and Sybil still got to come over. I wish they hadn’t.
I told them all about the talking parakeet. I told them he even wanted to play cards, and he loved Britney Spears. I am so mad at Sarah and Sybil. They said I’d made everything up about Fred. They said the parakeet was probably in heaven. They even said they thought the cat ate him. They are liars and fibbers and tellers of untruth. My diary proves it! I hate them.
Mom felt bad about what happened and said I could go to the movies with Sarah and Sybil tomorrow. I called Davey Brewster to see if he could go, too. He said he had to go to church. We’re going to the matinee. It’s going to be a lot of fun.
Love,",533.0
"
For a long time, Helen didn’t understand the finger game Anne played with her. But Anne did not give up. One day at the water pump, which is sort of like a water fountain, Anne pumped water over one of Helen’s hands. She used her fingers to spell W-A-T-E-R on Helen’s other hand. Suddenly Helen became very still.
Helen got it! She understood! She finally realized what Anne was doing. She realized that Anne was communicating with her. Helen then used her fingers to spell W-A-T-E-R into the palm of Anne’s hand. Next, Helen pointed to Anne and then to her own hand. Anne spelled out T-E-A-C-H-E-R. From that day forward, Helen called Anne teacher. Then Helen had Anne spell out the names of other things around her.
Helen learned to spell words as quickly as Anne could teach them to her! Next, Anne taught Helen to use her sense of touch to read. She taught Helen to read books printed in Braille. Braille uses raised dots instead of ink to make letters and words. Helen learned to feel words. Helen also learned to understand what people were saying by placing her fingers on their lips. As people said different words, Helen could feel their lips change shape.
Once Helen learned to communicate, a new world opened up to her. She went to college, and Anne went with her. Anne signed into Helen’s hand what teachers said during classes. She also made Braille notes for Helen to read. Helen graduated with Anne’s help.
Helen Keller spent most of her life traveling with Anne Sullivan. She gave many speeches and wrote books about her life. She proved to the world that blind and deaf people deserved respect. Helen overcame her disabilities and became an inspiration to people everywhere.",612.0
" As the largest ray in the world, my body is huge, flat, and wide, with fins that look like wings. Although I am related to stingrays, I do not sting. People like to watch me jump out of the water and make a big splash.
As a sea horse, my name confuses people because I’m not a horse—I’m a fish! I have no teeth or stomach, but I still like to eat all the time, especially shrimp. Instead of chewing, I swallow my food through my snout. With only a small back fin, I am the slowest fish. I can stay in one place by latching my tail onto a piece of coral or seagrass. If trouble comes my way, I change my color and shape. Male sea horses, not females, carry eggs inside a pouch until they hatch.
I am the biggest turtle in the world—a leatherback turtle. Unlike most turtles, which have shells, my body is covered with leathery skin. I lay between eighty and one hundred eggs on land by digging a nest in the beach sand. Diving deep in the ocean and staying underwater for longer than an hour at a time, I travel long distances. Jellyfish are my favorite food.
I am a blue whale, the largest mammal ever to live. My huge tongue weighs as much as an elephant! I talk to other blue whales by making deep sounds that move through water for long distances. Instead of teeth, I have baleen. After gulping large amounts of water, my tongue pushes the water out. Baleen traps my favorite food—tiny animals called krill— inside my mouth.
Pollution and hunting are harmful to all these ocean animals, causing many to become endangered. By keeping our oceans clean, we can all work together to keep these animals alive.",792.0
"” “You got it,” Morty agreed. Simply speeding around the field wouldn’t make them winners. He and Raffy needed to give each other a hand.
The whistle blew and the walrting whistle. Teachers stood by the lap line to punch a hole in each team’s card for every time they circled the field. “We’ve got this,” Raffy said to Morty. “We have to keep up the kathon began. Morty and Raffy weren’t the fastest pair to make it around the soccer field, but they were still going strong six hours later. Most of their friends had given up and turned in their cards, and they hung out around the soccer field watching the action.
Then, fifteen minutes before the end of the walkathon, Morty tripped and scraped his knee on the track. “Maybe we should stop,” Morty said to Raffy while gripping his knee. “There are only a few teams left . . . We might win.” Raffy grabbed Morty’s paw and helped him to his feet. “But we’re so close!” he said. “Here, grab onto my chair. We can go slow. You’ll be glad you finished.” “Okay,” Morty agreed as he hobbled by Raffy’s side. “I guess I don’t want to quit now.”
At 4:00 p.m., the walkathon ended with a loud bell, and the judges collected lap cards from the final teams. Moments later, Morty and Raffy were declared the champions. Everyone cheered as Morty received his third walkathon trophy and Raffy was awarded his first.
After the fanfare died down, Raffy shook Morty’s paw. “Thanks for being a great teammate,” he said. “Are you kidding? I’ve never done that many laps before!” Morty said. “I just broke my walkathon record, and I have you to thank for that.” Raffy beamed. “A win is twice as great when it’s shared,” he said.",574.0
" Suddenly, the loudspeakers crackled to life. The campers yelped in surprise; it was already creepy being in the dining hall after what had happened to “Attention, campers, there will be a mandatory all-camp meeting in ten minutes.” Word spread quickly that Frankie and Gil were missing.
Ten minutes later, Director Hansen spoke gravely. “For the first time in its 40-year history, Camp White Cloud will be closing early.” “WAIT, DIRECTOR HANSEN!” All heads turned to see Frankie and Gil sprinting toward them.
“Frankie! Gil! Where have you been?” asked Director Hansen. Frankie walked up to Director Hansen and whispered in his ear. After a few moments, Director Hansen straightened up. “White Cloud Campers,” he began, “I have some great news! Thanks to Frankie and Gil, Camp White Cloud stays open!”
In his office, Director Hansen asked Frankie how she and Gil figured out that it was Angela who frightened everyone. “I remembered Angela didn’t wake up when the prowler came,” Frankie said. “She must have stuffed her sleeping bag with pillows.” “And Angela left woodworking early; she said she was feeling sick,” Gil said. “The dining hall—she must have done that by sneaking out while everyone was sleeping,” Frankie said.
“Then we went looking for clues and found a letter addressed to you, Sir, in her woodworking box,” Frankie said. “That’s when we really realized how upset she was.” Angela looked up at her father. “Daddy, I’m so sorry. I know it was wrong.” “Oh, Angela, I’m sorry, too,” Director Hansen said. Angela continued with tears in her eyes, “I know how important you are to all of these campers, but I just couldn’t stand not getting time with you any more.”
“It’s okay—it’s a good thing we had detectives like Frankie and Gil to solve the case.”",733.0
"
“We must burn the house down!” said the Rabbit’s voice. Alice called out as loud as she could, “If you do, I’ll set Dinah at you!” There was a dead silence instantly. Alice thought to herself, I wonder what they will do next? If they had any sense, they’d take the roof off. After a minute or two, they began moving about again. Alice heard the Rabbit say, “A bucketful will do, to begin with.”
A bucketful of what? thought Alice. But she had not long to wonder, for a shower of little pebbles came rattling in at the window. Some of them hit her in the face. “I’ll put a stop to this,” she said to herself. She shouted out, “You’d better not do that again!” which produced another dead silence.
Alice noticed with some surprise that the pebbles were all turning into little cakes as they lay on the floor. A bright idea came into her head. If I eat one of these cakes, she thought, it’s sure to make some change in my size. As it can’t possibly make me larger, it must make me smaller, I suppose.
So she swallowed one of the cakes. She was delighted to find that she began shrinking. As soon as she was small enough to get through the door, she ran out of the house. She found quite a crowd of little animals and birds waiting outside.
The poor little lizard, Bill, was in the middle, being held up by two guinea pigs. They all made a rush at Alice the moment she appeared. But she ran off as hard as she could, and soon found herself safe in a thick wood.",639.0
" I couldn’t imagine how Sarah felt. “Wait, I hear something,” Sarah says. She stands up and presses her ear against one of the shelves. “Here, listen.”
I follow suit and quickly hear it—a soft scratching, like fingernails against wood. “What’s on the opposite side of this wall?” “I don’t know. Nothing, I think,” Sarah replies. I start pulling out books and stacking them on the desk. Sarah takes the cue, grabs the desk chair, and stands on it to reach the higher shelves. As she grabs the first book, an entire section comes down.
“They’re fake!” she says and tosses the hollow books down to me. “I can see some kind of handle.” “Pull on it!” I say. She does, and the entire bookcase shifts and swings toward us. She pulls harder, and it swings open more to reveal a dark room.
I flick on a lamp on the table. The room is small—no bigger than a closet, really. Little bottles filled with herbs and other things I can’t really make out line racks on the wall. Everything looks neat and organized. The scissors, key, and lantern sit on a small table beside a small book with yellowed papers hanging out of it. “Whoa,” Sarah says, “Dad said this house had some hidden places.” “We should get our stuff before Aunt Terra figures out we’re in here.”
Sarah nods, and we gather our things. She hesitates and grabs the book, too. We close the bookcase again and replace all the books before sneaking back into Sarah’s room. “Children, dinner!” Aunt Terra calls from downstairs, and we quickly hide all our finds before heading down the hallway. Then it hits me. “Wait,” I say, grabbing Sarah’s arm. “Who was scratching inside the hidden room?”",600.0
" Alice knew they did not have the ration stamps for a cake, but a party would have been nice. Alice thought about looking for her friends, but then she wondered if they were still her friends after all. Robert had started to run home already, so Alice jogged to catch up to him.
Once home, Robert had left the front door hanging open. Alice walked in and closed the door behind her. The house seemed strangely silent. Where was Robert? Where was her mother? Alice felt scared. The door to the dining room was closed. Alice started to push it open. “Hello! Anybody here?” she called out in a curious voice. “Surprise!” Alice slowly blinked her eyes as if what she saw would disappear. All her friends were standing around the dining table. On the table was a big cake with pink frosting. Alice’s friends sang Happy Birthday to You.
“But... how... I didn’t think...” Alice could barely speak, she was so happy. “I saved our ration stamps so I could buy enough butter, eggs, and sugar for your cake,” explained Alice’s mother. “Your friends’ families helped, too.” “We thought you might have guessed what all the whispering was about,” said Alice’s friend Elizabeth. “We were talking about which stamps we still needed for your cake.” Alice saw a letter next to the cake. “What’s this?” she asked her mother. “Read it,” her mother suggested. Alice read the letter. It was a birthday card from her father. He was safe. Alice was wrong when she thought that turning thirteen was unlucky. She felt awful for thinking everyone had forgotten about her. All her friends and family loved her very much and had made turning thirteen truly special.",585.0
" Virginia’s face turned sour. “Look at your dress. It’s filthy!” “Maybe Sally can help you at the field hospital instead of me,” suggested Alexander. “I need Sally at home,” Sally’s mother insisted. “She has chores to do.” “Mother,” Sally began tentatively, “I have been secretly watching Father work for years. I know what to do and what would be expected of me. I have dreamed of being a surgeon. Please let me help Father.” Sally watched as a range of emotions raced across both her parents’ faces—fear, anger at having been deceived, and even a bit of pride. “I don’t know, Sally,” Virginia said as she started to walk toward the house.
Sally’s father invited the young soldiers to the house so he could check their wounds. Once that was done, Virginia offered to cook a meal for all of them. Sally helped her mother prepare and serve the food. They even served a pie for dessert.
The men were grateful for the home-cooked meal as well as to Sally for bandaging their wounds. After saying their thanks and goodbyes, they left to rejoin their troop. “I’ll clear the table,” offered Alexander, eager to stay away from the field hospital. “Sally, would you like to come to the field hospital with me?” asked her father. Sally looked to her mother. Virginia’s expression said everything. She was not pleased, but she loved her daughter too much to build a fence around her dream.
Sally gave her mother another long look, and then said yes to her father. Sally’s mother helped her find suitable clothes for her new work. She ended up wearing some of Alexander’s clothes. There were changes going on in their country, and changes at home as well.",706.0
" And in her eighties, she was still quite the rider. I wanted to know why she left the farm to Dad. Mr. Winn smiled and said that Aunt Rita knew about me, and she knew I was the only young girl in the family tree. She wanted a young girl to look after Samson. Then Dad said we needed to discuss what would happen to the farm when it was time to go back home.
June 27
Dad is actually considering selling the farm. And he says if he does sell it, he’ll sell everything along with it, including Samson. He says he’s just not ready to own a farm because it’s too much I told him that I wouldn’t let him do it! After all, Samson is mine. Aunt Rita wanted me to have him. I love him. There is no way that I’ll let Dad sell him.
July 1
Mr. Winn came by to see Dad and Mom last night. He offered to take care of the farm during the school year, while we’re away. Dad said he’d think about it. I hate it when he says that!
July 7
It’s a done deal! Dad agreed to keep the farm. He hired Mr. Winn to run it for us. I’ve never been so happy. As soon as I heard the news I ran out to tell Samson. I think he understood.
July 18
I can’t believe I have to go home. Mom and Dad need to get their classrooms ready for the new school year. I’m sure going to miss Mr. Winn, Henry, and everything about Aunt Rita’s house. But most of all, I’ll miss Samson. I can’t wait to get back to him and that old farm, even if it is a little stinky.",597.0
" The Tin Woodsman clanged his eyelids shut and drew back his ax. Miguel closed his eyes, too.
A cloud of thought and emotion swirled about his head before he awoke in the loft with his two friends. They had done it! Dorothy and her gang were back on track to Emerald City. “Was all that real?” Leo asked. Miguel nodded. “That was like a bad nightmare,” Trevon said. Miguel had a huge lump in his throat. “You two were the nightmares.” Trevon and Leo stared at Miguel. “All you care about is yourselves,” Miguel said. “We almost didn’t make it back because of you two.” “It was wrong how you wouldn’t help Dorothy,” Miguel said. “And it was cruel what we did to Dorian the other day.” Trevon’s eyes grew large. Leo fidgeted with the buttons on his shirt. “You can count me out of this friendship,” Miguel said. “See you guys around.” “Miguel, wait up.” Leo ran next to him, and Trevon blocked his path.
“We’ve been jerks,” Leo said. “I don’t know why we’ve been acting like this,” Trevon said. “We’re sorry.” Miguel’s heart felt lighter as they walked out of the shop and into the garden. “Thanks,” said Trevon, “for helping us find the right road.” “The yellow brick road?” Miguel asked. “Yeah, that’s the one.” The boys high-fived before Trevon and Leo walked home. Miguel saw Teresa in the garden. She had a slingshot in her pocket. “Wait a minute, you haven’t been reading The Wizard of Oz, have you?” Teresa giggled. “No, not really.” “Not really ?” “Well, I might have given Dorothy a little advice...” “Advice?” “How to stay on the yellow brick road, of course!” Teresa smiled, and so did Miguel. He put his arm around her, and they walked into the shop.",517.0
"Not all builders are human. What do they build?
These animals dig underground tunnels with rooms for eating and sleeping.
These birds make nests from sticks and grass. One nest holds four hundred birds!
These little insects chew wood. wood and mud.
This male fish makes sand art on the floor of the sea. A female fish lays her eggs there.
This spider digs a tunnel. It makes a door with its silk. The spider opens the door and prey falls through.
Millions of ants build underground cities with tunnels that go all over.
These insects chew bits of wood and plants into paper. They make an amazing nest.
This animal digs into wet dirt to get to water. The dirt gets pushed up and looks like a little chimney.
Beavers use sticks and mud to build dams and dens.
Animals don’t need tools to build great things. Animals are amazing!",614.0
" The water isn’t very deep. One day, Blackbeard, his four ships, and all of his men were sailing home with their treasure. Blackbeard sailed the Queen Anne’s Revenge too close to the land. His ship got stuck in the sand near a coastal town called Beaufort. Blackbeard told his men to move the treasure onto the other ships. He sent one of his captains away and dropped off many of his men on a nearby island. Then, Blackbeard sailed away, taking the loot with him. Had he wrecked his ship on purpose so he could keep the treasure for himself?
For a time, it seemed that Blackbeard had stopped being a pirate. He got married and bought a house. People stopped worrying about him. Blackbeard soon went back to his old life, though. He went to sea in his last ship, the Adventure. Blackbeard began attacking other ships again.
The governor of Virginia was tired of Blackbeard’s attacks. He sent a fighting ship called the Ranger to find and capture Blackbeard. One morning, the crew of the Ranger saw the Adventure near the island of Ocracoke.
The two ships fought, firing their cannons for many hours. In the heavy smoke from the cannon fight, the Ranger’s crew hid so it seemed as though they had been killed. Blackbeard thought he had won, so he climbed onto the Ranger. The Ranger’s crew jumped out from their hiding places and the fight began again. Blackbeard fought hard, but the Ranger had too many men. He was shot five times before he finally died. The Ranger’s crew threw Blackbeard’s body into the sea.
Blackbeard’s true story may be behind the colorful pirates in many books and movies. The next time you hear a pirate story, remember one of the real pirates in history: Blackbeard!",578.0
" In 1980, four females were found. Humans moved the kakapos to small islands without predators. Scientists began breeding the kakapos, or helping them reproduce. Today, there are 62 kakapos.
There were once millions of short- tailed albatrosses. These beautiful gull-like birds spend many years at sea before nesting. All the short-tailed albatrosses nested on a few islands around Japan.
About one hundred years ago, women loved to wear feathers in their hats. Hunters killed thousands of albatrosses for their feathers. Soon, there were none left on the islands. It seemed that the short-tailed albatross was extinct.
Years after the last albatross was seen, a few were spotted nesting on a volcanic island. These albatrosses had been at sea while the others were killed. They were the last short-tailed albatrosses alive. Today, the albatrosses’ island is protected. The birds are still in danger, though. The volcanic island might erupt, killing the last short-tailed albatrosses.
The California condor is the largest flying bird in North America. For many years, farmers, ranchers, and hunters shot and poisoned these birds.
In the 1980s, the last 27 living condors were caught. Now scientists take condor eggs and keep them warm until they hatch. Then, they hand-feed the chicks using condor puppets. The puppets help the chicks learn to live with other condors, instead of with humans. Once the chicks can fly, they are released into the wild.
The condors are still in danger after they are released. Some are shot. Others die by hitting power lines. Scientists still keep condors in zoos and raise chicks by hand. Someday all the condors may fly free.
There are many other endangered birds in the world. Most are dying out because of human activity. But people are now trying to save these rare and beautiful animals from extinction.",672.0
"” “Oh, honey,” she said. “I know you didn’t get the part you wanted, but I also know you love acting. I’ll bet you’ll be the best elf in the play.” That won’t be hard to do, I thought, since I’m the only elf in the play.
Mia got the lead role—a girl walking through a fairy forest in search of her lost dog. In the last scene, she finds a box under a giant mushroom. When she opens it, guess what jumps out? Mrs. Alvarez’s dog, Prince, played the dog role. She brought him to all the rehearsals. He liked all the kids, but he seemed to like me best.
The night of the show, my first line came early: “Let’s ask the Fairy Queen!” Dramatic stuff. At the end, when Mia opened the box, Prince jumped out as planned. He jumped into the giant mushroom, though, which fell over. Then he leaped off the stage and disappeared underneath it.
Mrs. Alvarez called him, but he whimpered and refused to come out. The lights came on in the theater, and the audience started to fidget in their seats. The entire class gathered at the edge of the stage. “How are we going to get him out of there?” Mrs. Alvarez asked.
“I’m small enough to squeeze under there,” I said. “I’ll get him.” I crawled through the dust and the cobwebs beneath the stage until I reached Prince. As I talked to him softly, he licked my face.
When we emerged together, the audience clapped and cheered. In fact, we got more applause than the stars at the end of the show. My parents were proud, and so was I. After that, I stopped worrying so much about my size. In fact, I decided that Mom was right: being small has its perks.",588.0
" Cigarette smoke, fumes from cars, and other strong smells are also common triggers. Coming down with a cold or the flu can often bring on an attack as well. Exercise can cause an asthma attack in some people.
Most people with asthma learn to control the disease. They often start by meeting with their doctor to create an action plan. Each person’s action plan is a little different. It can include a person’s triggers and how to avoid them. It can also include the kinds of medicines a person uses and how to use them correctly.
People use different medicines to control asthma. Some people take pills every day. Others may take pills only when they feel the symptoms of asthma. Many people use inhalers. These devices spray a mist of medicine that is breathed in. Inhalers may be used daily or only when a person has an asthma attack.
Another important part of keeping asthma under control is staying healthy. Exercise, a healthy diet, and plenty of sleep can help keep asthma under control.
People with asthma can do anything that anyone else can. Many famous athletes have asthma. Jerome “The Bus” Bettis was fourteen when doctors told him he had asthma. It did not stop him from becoming a Super Bowl champion.
Amy Van Dyken was an Olympic swimmer for the United States. She has asthma and won six gold medals. When she was a child, her doctor said that she should start swimming to make her lungs stronger.
People with asthma have climbed the tallest mountains. They have explored the deep waters of the ocean. They have led countries and made discoveries that have changed the world. With an action plan and a healthy lifestyle, asthma doesn’t have to slow anyone down.",692.0
"
Bats are not the mean, frightening creatures that many people think they are. They don’t get into your hair or attack people, and there are no human vampires that turn into bats. The truth is that bats are shy, gentle creatures. In fact, bats are our friends. Just think of how many insects would be around if it were not for bats.
Can you imagine sleeping while hanging upside down with blood rushing to your head? Well, it’s not a problem for bats. Bats sleep upside down. They cling to the undersides of surfaces using the claws on their toes. Hanging upside down makes it easy to take off to fly. All they have to do is let go and begin flapping their wings.
Many bats hibernate in the winter when there are no insects to hunt. Before hibernating, bats eat lots of food, which they store as extra fat. They depend on this fat to survive during the winter. Some bats migrate to warmer areas during the winter. Red bats fly all the way from Canada to Mexico rather than spend the winter in the cold. There is even a bat in Europe that flies over 1,600 kilometers (1,000 mi) to spend the summer in Russia. Don’t expect to see bats migrating, since they fly at night.
Female bats give birth to one or two babies every year. They are the only flying animals that nurse their young on milk. After a baby bat is born, it crawls up to its mother’s chest and clings there with its claws. It feeds off its mother’s milk and even clings to the mother’s fur when she goes hunting. But baby bats don’t hang around for long. Many are able to fly and catch their own meals only three weeks after birth.",614.0
"
Achoo! Achoo!
His sneezing shook the house of sticks. Three more sneezes and the house fell down. The two panicked pigs ran off over the hill to their brother’s house of bricks. Their brother was sure the wolf couldn’t destroy his house. To be on the safe side, the pigs locked the doors and windows and hid in the safest room. When the two brothers had calmed down a bit, the three pigs sat down to a game of cards.
The wolf again came begging for food and shelter. He was delirious. The weather and the illness had sapped his strength. One last time, the wolf began to sneeze and sneeze. The brick house stood strong, but the wolf teetered until a final sneeze made him collapse in the drifting snow. The wolf lay there unconscious. After much time passed, a weasel pulling a sled found the wolf nearly frozen.
The weasel, being kind and concerned, struggled to pull the old wolf onto his sled.
The weasel finally managed to load up the wolf and tugged the sled to his house at the edge of the village. He helped the sick creature into bed, where he nursed the wolf back to health with vegetable broth. When spring came, the healthy wolf explained his terrible ordeal to the three pig brothers. The pigs were ashamed that they hadn’t realized what was happening.
The wolf didn’t blame them for misunderstanding. To make up for blowing down the two houses, the wolf helped the little pigs rebuild. Then all of the villagers joined together to build the wolf a new house. The wolf’s new neighbors also helped him plant a garden full of fresh vegetables. From that day on, the old wolf was never cold or hungry again, and he never sneezed another sneeze.",682.0
"
In the summer, the female leaf-rolling weevil rolls a leaf into a cone shape. She can take up to two hours getting the leaf just right. She lays her eggs inside the cone and then closes the open end. When the leaf falls to the ground in autumn, it carries the eggs with it. The leaf hides and protects the eggs until they hatch. When the larvae hatch, they eat the dead leaf.
The praying mantis often holds its front legs in a praying position. Mantises hide on plants to catch their food. Some mantises are green to blend in with leaves, and some that live in the desert are the color of sand. The praying mantis eats many types of insects as well as small frogs, lizards, and mice. Praying mantises can even catch and eat small birds such as hummingbirds.
burrow underground to find and eat earthworms. They also eat beetles, slugs, and snails. A mole digs many connected tunnels, creating a maze. It builds its nest deep in these tunnels. Because its fur points up, a mole can move backward and forward in a tunnel without getting dirt trapped in its coat. Moles have tiny eyes, but they are not blind.
Sea dragons are small fish that are related to sea horses. Their bodies have many parts that look like the stems and leaves of seaweed. They blend in with ocean plants, which helps them catch food and hide from enemies. Sea dragons use small, clear fins on their necks and backs to swim. The female lays eggs on the male sea dragon’s tail, and the male carries the eggs until they hatch.
Interesting animals come in many shapes and sizes. Their special looks and abilities help them to survive. All these animals are wonders of nature.",675.0
" He liked all the attention from the other kids, but he seemed to like me best.
The night of the show, my first line came early: “Let’s ask the Fairy Queen!” Dramatic stuff. Since my only other line was toward the end, I waited offstage, taking turns scratching Prince and scratching myself. As a bonus, the elf costume fit me not only like a glove but like a thick, wool, itchy glove. When it was time for the grand finale, Mrs. Alvarez placed Prince inside the box, and then the box was brought onstage. When Mia opened the box, Prince jumped out as planned, but he jumped into the giant mushroom, which fell over. Not planned. Before Mrs. Alvarez could catch him, the frightened dog leaped off the stage and disappeared underneath it.
Mrs. Alvarez called him, but he whimpered and refused to come out. The lights came on in the theater, and the audience started to fidget in their seats. The entire class gathered at the edge of the stage. “How are we going to get him out of there?” Mrs. Alvarez asked.
“I’m small enough to squeeze under there,” I said. “I’ll get him.” I crawled through the dust and the cobwebs beneath the stage until I reached Prince. In the dark, I could hardly see him, but as I talked to him softly, he licked my face.
When we emerged together, the audience clapped and cheered. I guess every dog has its day. In fact, we got more applause than the stars at the end of the show. My parents were proud, and so was I. After that, I stopped worrying so much about my size. In fact, I decided that Mom was right, after all: being small has its advantages.",801.0
" Bending light is called refraction. This process makes objects, such as a pencil sitting in a glass of water, appear to bend.
We can see rainbows in nature when direct light meets drops of rain. Sunlight refracts as it enters each drop. The light then reflects, or bounces, off the inside of each drop, like light off a mirror. The light refracts again as it exits the drop. Light refracts and reflects in millions of water droplets in the sky at the same time. This process makes all the colors of a rainbow.
Sunlight contains all the colors of a rainbow. Through refraction, raindrops disperse, or split, the sunlight into these colors. Sunlight splits into colors in each drop of rain. Each raindrop reflects colored light toward the viewer at a slightly different angle. We see red light shining from the drops at the top of a rainbow. Those drops are in the right position to shine the color red back at us. In the same way, the only color we see shining from the bottom of a rainbow is violet.
From top to bottom, colors in a rainbow always appear in the same order. However, the outside rainbow in a double rainbow breaks this rule. The name ROY G. BIV can help you remember the seven main colors of a rainbow: red, orange, yellow, green, blue, indigo, and violet.
Rainbows make most people pause in awe. These colorful displays have inspired art and poetry throughout history. They also appear in stories and fairy tales from all over the world. Science explains how these optical illusions happen. Water drops bend, split, and reflect light, which lets us see a rainbow’s many colors. Still, the surprising beauty of a rainbow is a magical sight to see.",865.0
" Then, he heard another sound coming up behind him . . . a horse.
The horse and rider trotted up next to Ichabod, but it was too dark to see them. “Good evening,” Ichabod said. The rider said nothing. Up ahead, Ichabod could make out the church bridge. He started to ride a little faster. The rider matched his pace. “This is strange fog we’re having,” Ichabod said, trying to make conversation. Again, the rider said nothing. The moon slid out from behind a cloud. Ichabod looked over at the rider and froze. The rider had no head! In his hand, the rider held a huge pumpkin that seemed to glow in the moonlight. He raised it high above where his head should have been as it burst into flames.
Ichabod screamed and kicked the sides of his horse. The horse barely sped up. The safety of the church bridge waited up ahead. “Faster!” Ichabod yelled to his old plow horse. “Almost there.” The rider was close, but then Ichabod heard his horses’ hooves stomp on the wooden bridge. He sighed with relief. “I made it!” Ichabod screamed. He heard the rider’s horse behind him. He turned to look from the safety of the bridge. A flash of flames rushed toward him, and all went dark.
The next morning, a schoolboy discovered Ichabod’s horse grazing in a field by the church. On the ground next to the old bridge, he found Ichabod’s hat and a scorched pumpkin. Ichabod himself had disappeared. Not long after Ichabod vanished from Sleepy Hollow, Brom Bones married Katrina. When folks told the story about Ichabod Crane, Brom Bones would always smile. Some said Brom Bones drove Ichabod away. Others—those who knew about such things—swore the Headless Horseman had taken him on that dark night.",592.0
" Colonies even have rooms for ants to relax in.
Within the colony, every ant has a job and special skills to do that job. Worker ants and soldier ants find food and protect the nest. They are social insects and work together as a group. Worker ants are usually the ones you see above the ground. They are the older ants. Other ants build the nest, take care of the young, and do other jobs. The ants that work inside the nest tend to be younger ants. All these ants are female, but only one is allowed to lay eggs: the queen. In other words, all the ants in a colony are related.
The queen is the leader of the colony, but she doesn’t tell the other ants what to do. The largest of all the ants in the colony, the queen is an egg-laying machine. Some queens can lay thousands of eggs every day. Most colonies have only one queen. When other queen ants hatch, they must fly away and start other colonies. When they start laying eggs, they lose their wings. Queens can also live very long for insects—more than twenty-five years—but when they die, so does the colony.
Ants may be small, but they can do awesome things. Thousands or millions of ants working together can build bridges to cross a gap in their path. They can also shape themselves into boats to float across rivers safely. As a group, they can overpower animals hundreds of times their own size for food.
So the next time you come across a trail of ants, stop and watch. Better yet, follow them—just don’t step on their trail. When you see what these little gals are capable of, you’ll understand just how awesome they are.",684.0
" HE ALWAYS TELLS THE TRUTH.
“Yes,” he murmured. “You see, I really wanted to watch the circus being set up. And I know I promised to watch the mice for you.” Morty looked at his brothers and sisters. They had stopped slurping their soup, and all twelve wide eyes stared at him. “I’m sorry. I was thinking only about myself. I broke my promise to you, Mother.” Morty couldn’t tell if Mother was disappointed or angry. “Morty, you let me down, and you played a very mean trick on your brothers and sisters.” For the second time that day, Morty’s heart felt as if it would beat right out of his chest.
Maybe now was a good time to change the subject, he thought. “You know the fire-eating mouse? He rinses his mouth with ice cold water first, and...” “Morty, I am glad you enjoyed yourself because you will not be going to the circus tomorrow,” Mother said. “You are grounded. You will use the money you saved for the circus to buy a bulk bag of oatmeal.” “Yes, Mother,” Morty murmured. “Also, I believe you have a bathroom to clean before dinner.” “Okay,” Morty said as he turned to leave the kitchen. Tears started to fall. He didn’t want his brothers and sisters to see how disappointed he was.
The bathroom was a mess. Hardened oatmeal covered the walls and floor. Morty used a shovel from the sandbox to get all the drain-clogging oatmeal out. He could hear his brothers excitedly talking about the lions and elephants they would see tomorrow. Up to his elbows in oatmeal slurry, all Morty could think about was that stuffed Mega Mouse. He knew he could win it, but now, he wouldn’t even get the chance to try.",638.0
" The laughter is still there, getting louder. “Let’s get out of here!” Sarah yells as she bolts for one of the passages.
“This one,” I yell, realizing I’m pointing to the one I had been pulled toward. I follow the turns I memorized as the laughter shadows us, echoing through the passage. After the last turn, I expect to see the intense light of day. It’s only another fork, and I have no idea which way to go. I retrace the turns in my head, certain that I’ve followed them exactly. Has the cave changed? “We’re lost, aren’t we?” Sarah asks. “I’m really scared.” “Everything is going to be okay.” I turn off the light, hoping to hear the gurgling river. The laughter grows louder. It seems threatening, almost menacing, but then I hear the sound of someone running away to my right. I turn on the light and look around for Jake. He stands between Sarah and me. “Did you hear that?” I ask. “The footsteps?” Sarah replies. “I thought that was you.”
I shake my head, and Sarah’s eyes widen. “We should follow them,” I say. “They could be trying to make us more lost.” “I don’t think so,” I say and start walking. We come across more forks, and each time I stop to listen. The footsteps come again and again, leading us away from the laughter. Suddenly, we come to the mouth of the cave.
The light is painfully bright, but we run into it, laughing. Sarah tugs at my shirt. “Qynn, look,” she says, pointing up through the small hole. There, looking over the edge of the gorge, is the distant figure of a small boy. He is waving down to us. “He looks very familiar, but I can’t explain why,” I say.",551.0
